"0.00 - Kids 1"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMzx4FjhocMyRlBKV62U4-3k]
    idTtdWVmFAQ    |    Introduction to Integers
    LnUTAxFd4tI    |    Integrals & Logarithmic Functions - Why does the solution look different?
    6lX9h67md04    |    Applications of Integration & Logarithms
    AMvrk_KJsjg    |    Integration of Harder Exponential Functions
    qJ7F8G_k1kY    |    Intro to Solids of Revolution (1 of 3: Establishing the formula)
    X78bEICQcQg    |    Reverse Chain Rule (3 of 3: By explicit substitution)
    _1GtrOWyif8    |    Solids of Revolution - Subtracting Volumes
    Jz6ehgCazps    |    Applications of Integrating Exponential Functions (1 of 2: Evaluating a volume)
    5lSnWw-DgP8    |    Proving existence of x-intercept in given domain (Bolzano's Theorem)
    sbDTRR2aYtI    |    Evaluating Definite Integral with Absolute Value
    eur6rx99cYg    |    Interpreting a Graph w/ Calculus (1 of 2: Sketching the curve)
    4S-WulpIGm8    |    Interpreting a Graph w/ Calculus (2 of 2: Evaluating an area)
    kllVV09FD04    |    Applications of Trigonometric Integrals (1 of 2: Fundamental properties)
    _lW-wirVdpQ    |    Applications of Trigonometric Integrals (2 of 2: Introductory example)

"Algebra 0.6.6 : diff 0.6 : apps 2"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMwZGTPupRQTqn3gst8d7UzJ]
    VvC_1alFins    |    Absolute Maximum/Minimum (1 of 2: Domain restricted polynomial)
    9By_2qsSdsE    |    Y11 Mathematics Ext 1 Quiz (1 of 2: Curve sketching with calculus)
    Th6HXWAVtx4    |    Applications of Maximisation/Minimisation (1 of 2: Largest rectangle area question)
    2zDzPL4RPV4    |    Max/Min in Geometry (1 of 3: General principles)
    Z2RbUPsRgJ8    |    Calculus of Logarithmic Functions (4 of 4: The importance of simplifying first)
    Unq2lFMXgxE    |    Graphing Logarithmic Function with Calculus (1 of 2: Identifying features)
    PRpqtwHHR0M    |    Differentiating the Logarithmic Function (4 of 5: Restricting domain)
    dT-7IjTlnZk    |    Differentiating the Logarithmic Function (5 of 5: Equation of a tangent)
    d8nvLcqTwXI    |    Differentiating Trigonometric Functions (2 of 2: Example using quotient rule)
    9s5WAzyHktk    |    Using Derivatives of Trigonometric Functions (1 of 2: Finding a tangent)
    GujlGAZGuZM    |    Visual Approach to Derivatives (1 of 2)
    Kz_reJgi_Rg    |    Sketching a Derivative from the Graph of a Function

"Algebra 0.6.7 : diff 0.7 : invTrig"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMwrQsreaVtNmV515-g7M78d]
    QzmoCkrJ2wE    |    General Solution (2 of 3: Finding the General Solution for cosx)
    9VqN9hCNS3U    |    General Solution - Basic Formulae
    TU_q8Hu2IiE    |    Graphing y = tan¯¹(tan x)
    _i5a403J6Iw    |    General Solution - Modified Formulae
    XDw4KWftcT8    |    General Solution [Continued] (1 of 3: Generalising the solution of sin5x = sinx)
    Cdq2LoEegSU    |    Modified Inverse Trig Graph: Determine Features & Evaluate Area
    _H0NeCFUr2M    |    Integrals Involving Inverse Trigonometric Functions & Reverse Chain Rule
    bMwgBVQ8riM    |    Standard Integrals Involving Inverse Trigonometric Functions
    VAgXjG2tSQY    |    Inverse Trig Derivatives & Integrals (Summary)
    iYPbJNX0-L0    |    How to Approach Areas Under Inverse Trig. Functions (1 of 2)
    xzNAsMkYMzc    |    How to Approach Areas Under Inverse Trig. Functions (2 of 2)
    OjwaeLBuXm4    |    Determining & Interpreting the Inverse of a Special Exponential Function
    5nBtTRTudfs    |    Evaluating Trig Ratio of Inverse Trig Expression
    -MLLOc9j3PM    |    Exam Problem: Inverse Trig Identity
    yGc0aoRcnp0    |    Related Rates - Boat w/ Inverse Trig
    T0kuMKR3hks    |    Solving Limits involving properties of Trigonometric Functions as they approach the origin.
    eVJGFOSvus4    |    Differentiating Inverse Trig Functions w/ Chain Rule (1 of 3)
    j0JPkLLJU6M    |    Differentiating Inverse Trig Functions w/ Chain Rule (2 of 3)
    0gJc7CobYtc    |    Differentiating Inverse Trig Functions w/ Chain Rule (3 of 3)
    _aiH7b6EjG8    |    Max/Min Question w/ Inverse Trig
    hR6r20OiJ58    |    Indefinite Integrals of Inverse Trig Functions (1 of 2)
    XhDkr-y8_04    |    Indefinite Integrals of Inverse Trig Functions (2 of 2)
    ApXoWvfEYVU    |    Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)
    jgLvO6A7OEo    |    Graphing Inverse Trig Functions (1 of 2)
    dzX9WtPBqfI    |    Graphing Inverse Trig Functions (2 of 2)
    X1vLowTQyR4    |    Tricky Inverse Trig Integral: The Easy Way
    MlSQ-MXvBqQ    |    Tricky Inverse Trig Integral: The Hard Way
    r1Wg8KwOpRI    |    Inverse Trig Function w/ Complicated Argument
    XAP6OEyt-Yc    |    Introduction to Inverse Functions (warning: out of focus)
    zv9OSJmB8DE    |    Inverse Tan Identity Question (1 of 3): Complementary Identity
    xTDyF4rJSBo    |    tan(𝜋/2 - tan⁻¹(x)) || GeoGebra Visualization || tan(pi/2 - arctan(x))
    Q9p5MbkC8FA    |    Inverse Tan Identity Question (2 of 3): Addressing the Restrictions
    lTMHuhFAWCg    |    Inverse Tan Identity Question (3 of 3): Combining Terms & Graphing
    UWNEYt2TNec    |    Tricky Inverse Trigonometric Expression Question
    D5d5xinZI3E    |    Calling (Spider-Man: Across the Spider-Verse)
    rV-eeGNDzQk    |    Angle Between Two Lines
    NwYylpXS4gg    |    Angle Between Two Lines (Example)
    XnEW60rYqLE    |    Angle Between Two Lines (Derivation)
    KweU5sBWcY0    |    Angle Between Line & Axis
    R-69gxbLH84    |    Angle Between 2 Lines
    h8C0EfZqEy0    |    Angle Between 2 Lines (Example Question: Unknown Gradients)
    CFx9kb_zy7M    |    Simplifying Composition of a Sum of Inverse Trigonometric Functions with Example
    5D0QYcObOgY    |    (Tangent Angle Addition) -  Exact Value of Arctan(4)+Arctan(5/3)
    LbhcXERhiQM    |    Sum of Inverse Tangents || High School Math
    4y7uo2hFwpo    |    Introduction to t-results (1 of 3: Quick Proof w/ Triangle)

"Algebra 0.8.1 : Complex 0.3"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMxniNF-SFnah-4t53RJsGZx]
    WmItSgQDWEs    |    Parallelogram Law (Geometrically representing the addition of complex numbers with vectors)
    kw9EKH8m_YI    |    Vectors (1 of 4: Outline of vectors and their ability to represent complex number)
    wxJspfmO0WQ    |    Vectors (2 of 4: Representing addition & subtraction of complex numbers with vectors)
    uD9e8njaK1M    |    Vectors (3 of 4: Geometrically representing multiplication of complex numbers with vectors)
    pyDGOxUe3Mo    |    Vectors (4 of 4: Outlining the usefulness of vectors in representing geometry)
    F9PYMn0DX6w    |    Relationships Between Moduli & Arguments in Products of Complex Numbers
    mgbHtMWK-3w    |    Understanding Complex Quotients & Conjugates in Mod-Arg Form
    fK55U6XQqDw    |    Powers of a Complex Number (example question)
    Ev1NfI5H47c    |    Manipulating Complex Numbers for Purely Real Results
    s4ssDsLfBJ0    |    Complex Numbers as Vectors (3 of 3: Using Geometric Properties)
    aDLdA_gNZMc    |    Wootube is 3 years old!
    ksRD2MFcv_A    |    Graphs in the Complex Plane (1 of 4: Introductory Examples)
    758X5GvUpX4    |    Graphs in the Complex Plane (2 of 4: Graphing Complex Inequalities)
    QhZkvFQb7Is    |    How to graph the locus of |z-1|=1
    VbB4LyuDyMo    |    Curves and Regions on the Complex Plane (1 of 4: Introductory example plotting |z|=5 geometrically)
    s-7iwVzyy0c    |    Curves and Regions on the Complex Plane (2 of 4: Deciphering terminology to plot complex numbers)
    Yu2W6FtHhJg    |    Curves and Regions on the Complex Plane (3 of 4: Simplifying expressions to plot on a complex plane)
    wkYwnD5WG5k    |    Curves and Regions on the Complex Plane (4 of 4: Plotting simultaneous shifted complex numbers)
    vdIKqeF7_rs    |    Graphs in the Complex Plane (1 of 3: Perpendicular bisector - visual method)
    VzKwqd3Uxvg    |    Graphs in the Complex Plane (2 of 3: Algebraic method)
    sJmaufW8NYA    |    Working with Moduli and Arguments (Proof Question)
    YZAnrKwIF0o    |    Distance between complex numbers
    llh9tVFud0U    |    Argument of the Complex Conjugate
    cOI1140Saxs    |    The Sine Rule (1 of 2: Proving the result)
    MzjteJt68dI    |    Further Curves and Regions (1 of 5: Why does Sine & the Sine Rule produce an ambiguous case?)
    8n3jLEh5uq0    |    The Triangle Inequalities (1 of 3: Sum of Complex Numbers)
    NFRUvs6K2FQ    |    The Triangle Inequalities (2 of 3: Discussing Specific Cases)
    LZBJYeQbjug    |    The Triangle Inequalities (3 of 3: Difference of Complex Numbers)
    PygsQaUViSA    |    Max/Min Value of |z| (1 of 2: Geometric solution)
    PeY4B9-rb1g    |    Max/Min Value of |z| (2 of 2: Triangle inequality)
    UBnwSbwHziM    |    Maximising Sum of Moduli (1 of 3: Geometric approach)
    -TNH6hy8KRo    |    Maximising Sum of Moduli (2 of 3: Differentiation)
    CR1CbQ_snVM    |    Maximising Sum of Moduli (3 of 3: Interpreting stationary points)
    J1e0LBqDeo4    |    Further Curves and Regions (2 of 5: Finding the Range of |z| )
    Udo9Wrejeh8    |    Varying |z| & Argz on a Locus
    UDIm71ugBoA    |    Further Curves and Regions (3 of 5: Finding the range of arg z)
    84wvbijhj-Y    |    Further Curves and Regions (4 of 5: Geometrical expression of expressions of arg)
    pCTopZVC3Xs    |    Graphs in the Complex Plane (3 of 3: Opposing rays)
    3fop9tNmG8M    |    Using Inverse tan to find arguments? (1 of 2: Why it doesn't work... Sometimes)
    TU_q8Hu2IiE    |    Graphing y = tan¯¹(tan x)
    1ge2DPtIC4E    |    Using Inverse tan to find arguments? (2 of 2: Why it works... Sometimes)

"Algebra 0.8.2 : Complex 0.4"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMywbIyJyEVtZ6KuxDMjI0Lr]
    -sD1_ypVQpc    |    Algebraic Proof for Opposing Rays (1 of 3: Foundational knowledge)
    E0gSsPvfbtY    |    Algebraic Proof for Opposing Rays (2 of 3: Generating the equation)
    pICS7Oa6Uro    |    Algebraic Proof for Opposing Rays (3 of 3: Testing cases)
    wgTi_bX0o7Y    |    Semi Circles on Argand Diagrams (1 of 3: Relating the angles)
    dp675tTVPjo    |    Further Curves and Regions (5 of 5: Using Circle properties to graph an expression of args)
    E9JN9nWES94    |    Semi Circles on Argand Diagrams (2 of 3: Graphing the locus)
    w1-MS-ftGjs    |    Semi Circles on Argand Diagrams (3 of 3: Oblique example)
    9t-EbpxTSK0    |    Arcs on the Complex Plane (1 of 4: Review questions)
    Gy0JKzyEApk    |    A Small Error || part of "2021_Mar20_May2 ComplexNUMsEXT" ||
    mprF4MS3u08    |    Arcs on the Complex Plane (2 of 4: Exploring circle properties)
    Gyz0_064j6E    |    Arcs on the Complex Plane (3 of 4: Identifying length and direction)
    sSVnoBYcHlQ    |    Arcs on the Complex Plane (4 of 4: Cartesian equation)
    j7beNHh5ee8    |    Algebraic Approach for Major Arc (1 of 2: Foundational steps)
    v7C9f32uPwM    |    Algebraic Approach for Major Arc (2 of 2: Identifying intercept & equation)
    yFYW48Bkr1U    |    Sketching (z-1)÷(z-i) (1 of 2: When it's real)
    cIM08iQzRFg    |    Sketching (z-1)÷(z-i) (2 of 2: When it's imaginary)
    lJKl4B2t0pk    |    Eddie Woo on mathematics in schools - ABC 7:30 Report
    m_GG4He2QCo    |    DMT & Complex Roots (1 of 4: Reviewing geometrical expression of arg equations)
    Qha-Lsdj5xo    |    De Moivre's Theorem
    FWj2BOO9WTg    |    DMT & Complex Roots (2 of 4: Using DMT to find roots of a complex polynomial)
    p46flbC5kvg    |    DMT & Complex Roots (3 of 4: Using the fundamental theorem of algebra to justify number of roots)
    I16Ckaa2gWc    |    DMT & Complex Roots (4 of 4: Solving for roots of a complex number taking advantage of DMT)
    ihJAbf8V9Yg    |    Investigating de Moivre's Theorem (1 of 3: Why must we be cautious?)
    p0Nfcg9BfbI    |    Investigating de Moivre's Theorem (2 of 3: Infinite values for i-th powers?!)
    Ih9xfnkUkGA    |    Investigating de Moivre's Theorem (3 of 3: Proof by mathematical induction)
    Rg0S-QoQlbk    |    Angles in the Same Segment
    jX2Rx9805hw    |    Complex Roots (1 of 5: Observing Complex Conjugate Root Theorem through seventh roots of unity)
    UfRxQPi3DQs    |    Complex Roots (2 of 5: Using Trigonometrical Identities & Conjugates to solve an equation)
    jIgh0N6nBfs    |    Complex Roots (3 of 5: Using DMT to solve an equation of roots of unity)
    l7Ww8OTfa5A    |    Complex Roots (4 of 5: Using Polynomial Identities to prove unity identities)
    xJd9bP4w-Y0    |    Complex Roots (5 of 5: Using Geometric Progression to find factors of ω^n - 1)
    KP4FI5LdxUA    |    Complex Conjugate Root Theorem (1 of 4: Using DMT and Polar Form to solve for Complex Roots)
    brLNFlSKOSs    |    Complex Conjugate Root Theorem (2 of 4: Introduction to the Conjugate Root Theorem)
    pg9WP6FS7pg    |    Complex Conjugate Root Theorem (3 of 4: Geometrical Shape represented by Conjugate Root Theorem)
    EITMr4vxdI0    |    Complex Conjugate Root Theorem (1 of 2: Conjugate of a sum)
    MNTx3BVkaDI    |    Complex Conjugate Root Theorem (2 of 2: Other conjugate properties)
    rY7soX46gk8    |    Complex Conjugate Root Theorem (Formal Proof)

"Algebra 0.8.3 : Complex 0.5 : DMT + Trig"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMxiqb0Q3S78mGDNIt4nlv_O]
    egWUEMfroZE    |    DMT and Trig Identities (1 of 4: Noticing a pattern in natural numbers)
    owS7yBpOq_o    |    DMT and Trig Identities (2 of 4: Using Trig expansion to find the sine triple angle formula)
    35jozf14cc0    |    DMT and Trig Identities (3 of 4: Using DMT and Polynomials to verify triple angle formula for sine)
    KMrqXxcWHT8    |    Polynomials with Trigonometric Solutions (1 of 3: de Moivre's Theorem)
    oierK_liaA4    |    DMT and Trig Identities (2 of 4: Using De Moivre's Theorem and Binomial Expansions)
    WCnGoCVkkaM    |    DMT and Trig Identities (4 of 4: Using Trig Identities to solve polynomial equations)
    EnfhYp4o20w    |    Polynomials with Trigonometric Solutions (2 of 3: Substitute & solve)
    UGHn-z5QpUU    |    Polynomials with Trigonometric Solutions (3 of 3: Simplifying with identities)
    o6OhGSMbGq4    |    DMT and Trig Identities (3 of 4: Deriving tan expression from cos and sin)
    Es4qR0kGbkY    |    DMT and Trig Identities (4 of 4: Using Multi-angle formula to solve polynomials)
    OTo6O2Qpac0    |    Solving Higher Degree Trigonometric Equations (1 of 3: Initial use of de Moivre's Theorem)
    D0GXbio2oxc    |    Solving Higher Degree Trigonometric Equations (2 of 3: Combining results into proof)
    PGy-Iw67XQ4    |    Solving Higher Degree Trigonometric Equations (3 of 3: Finding solutions)
    _QqJOZV3_fA    |    Equations with Complex Solutions (1 of 2: Relation to square roots)
    FeFNkVDfv6Q    |    Equations with Complex Solutions (2 of 2: Solving & factorising)
    m45ypgAZ734    |    Roots of Unity (1 of 2: Evaluating the cube roots)
    k8FQLVj7_bU    |    Linear Factorisation of Polynomials (1 of 2: Working in the Complex Field)
    VRKII6xfZU4    |    Factorisation with Complex Numbers
    fmSR8TOZx54    |    Linear Factorisation of Polynomials (2 of 2: Introductory example)
    YtHMsJXz-V0    |    Complex Polynomial Identity Question (1 of 4: Quadratic factors)
    tmasA1j67t8    |    Complex Polynomial Identity Question (2 of 4: Difference of cubes)
    bPiFbH4lKtU    |    Complex Polynomial Identity Question (3 of 4: de Moivre's Theorem)
    XwIb_2ju_cU    |    Complex Polynomial Identity Question (4 of 4: Roots & coefficients)
    QKZrgQaNRTY    |    Sum & Product of Cosines (1 of 3: 9th roots of unity)
    XFolctb7rHw    |    Sum & Product of Cosines (2 of 3: Simplifying with conjugates)
    7S7mYbapICg    |    Sum & Product of Cosines (3 of 3: Drawing ℝ conclusions)
    tfk34wOCiS0    |    Quotient of Complex Numbers (1 of 2: Evaluating modulus)
    9mS-WzrHN40    |    Quotient of Complex Numbers (2 of 2: Evaluating argument)
    iocq2kEx3bo    |    Graphs on the Complex Plane [Continued] (1 of 4: What's behind the graph?)
    -Fp7bPa5zSQ    |    Graphs on the Complex Plane [Continued] (2 of 4: Finding Regions of Inequality by Testing Points)
    awnY-eSUtU4    |    Graphs on the Complex Plane (3 of 4: Geometry of arg(z)-arg(z-1))
    Kke6p0Rl-68    |    Graphs on the Complex Plane (4 of 4: Exploring how the argument traced the graph)

"Algebra 0.8.4 : Complex 0.6 : ReCap"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMyKAli8Jn5oV5H1ulvzZvSq]
    3P7BahegC0M    |    cos⁴θ Identity
    UmwfeecjNKY    |    Eddie Woo on The Morning Show: Aussie STEM Stars
    skPcSkkZI6A    |    Complex Numbers Exam Review (1 of 4: Visualising & Manipulating Arithmetic)
    pnDJUCOnr7E    |    Complex Numbers Exam Review (2 of 4: Proving i^i is real, identity proof)
    -rBjAsIjsVU    |    Complex Numbers Exam Review (3 of 4: Cube roots of unity)
    x8Pg_os1r2I    |    Complex Numbers Exam Review (4 of 4: Locus; polynomial identity)
    5Es-wF5wCuU    |    Prove arg(z₁z₂) = arg(z₁+z₂)² (1 of 2: Preliminary thoughts)
    DK2CoS1TJGs    |    Prove arg(z₁z₂) = arg(z₁+z₂)² (2 of 2: Geometric approach)
    E5S6iWlDO-I    |    Introduction to the Nature of Proof (1 of 3: Prologue)
    ogM2Zd5MHhQ    |    Introduction to the Nature of Proof (2 of 3: Building blocks)
    Za-9g1BwJYY    |    Introduction to the Nature of Proof (3 of 3: Liars & truth-tellers)
    ThHtS-HYFjY    |    Graphing with Complex Numbers (1 of 3: Initial algebraic expansion)
    YqC0lQlQkAA    |    Graphing with Complex Numbers (2 of 3: Determining the region)
    88lHolAJ340    |    Graphing with Complex Numbers (3 of 3: Is |z₁z₂| equal to |z₁| × |z₂|?)
    f3U1J1qy8XU    |    Complex Numbers (1 of 6: Solving Harder Complex Numbers Questions) [Student requested problem]
    aPFh4tA70R0    |    Complex Numbers (2 of 6: Solving Harder Complex Numbers Questions) [Student Requested Problem]
    kJYpls2HD1k    |    Complex Numbers (3 of 6: Harder Complex Numbers Question) [Student Requested Problem]
    PlPHonhJMW8    |    Complex Numbers (4 of 6: Harder Complex Numbers Questions) [Student Requested Problem]
    fzTBIrO16VM    |    Complex Numbers (5 of 6: Complex Numbers Proofs [Using the Conjugate])
    0KHp96ipmEc    |    Complex Numbers (6 of 6: Finishing off the Proof)
    9JDPLc902E0    |    2016 HSC - Complex Numbers on Unit Circle (1 of 2: Considering Re & Im Parts)
    pjY2EOgy_CA    |    2016 HSC - Complex Numbers on Unit Circle (2 of 2: Evaluating the arguments)
    DTy7XJFB93Q    |    2016 HSC - Complex Identity Proof (1 of 3: Convert to polar form)
    E7WrfQvnMJI    |    2016 HSC - Complex Identity Proof (2 of 3: Using binomial theorem)
    VtH6QyP1vuY    |    2016 HSC - Complex Identity Proof (3 of 3: Combining results)
    e3YNDyeiSiY    |    Complex Numbers Question (Finding the greatest value of |z| if |z-4/z|=2)
    i3ZcRqEW4Aw    |    Polynomials w/ Complex Roots (interesting exam question)
    IJRRFQ70INw    |    Interesting Complex Polynomial Question (1 of 2: Factorisation)
    ypvJJPTxZjY    |    Interesting Complex Polynomial Question (2 of 2: Trigonometric Result)
    -500F5Afmyk    |    Exam Problem: Cubic Polynomial w/ 1 Real Root
    N_3upZZTIk0    |    Complex Conjugate Root Theorem (1 of 2: Using the Conjugate Root Theorem to solve Polynomials)
    qE8Gqd62lII    |    Complex Conjugate Root Theorem (2 of 2: Alternatively solving with Long Division)
    McDdEw_Fb5E    |    Beautiful Visual Explanation of Completing the Square
    FSHD-npd9Bo    |    Intro to Extension 2 Polynomials (1 of 3: Topic Overview)
    g6BzckDblH0    |    Intro to Extension 2 Polynomials (2 of 3: Example Questions)
    PQmcaM6kZUg    |    Intro to Extension 2 Polynomials (3 of 3: More Example Questions)
    SY5o4z0Gfco    |    Multiplicity of Roots (1 of 2: Noticing patterns with derivative of multiple root polynomials)
    C2J7FGtegKM    |    Multiplicity of Roots (2 of 2: Solving problems by taking advantage of root multiplicity)
    -jhljJacnhw    |    Polynomial Identities (Using Polynomial Identities to solve higher degree polynomials)
    AJesXEL30Nc    |    Roots and Coefficients (1 of 3: Using DMT & Binomial Theorem to find identities)
    zhMYRwbm1YQ    |    Roots and Coefficients (2 of 3: Using Trigonometry to solve polynomial problems)
    Y8oWI84bcP4    |    Roots and Coefficients (3 of 3: Using the results to find a relation in cosine)
    n7Cipk431A0    |    Harder Roots and Coefficients (1 of 2: Modifying roots to find patterns with Viete's Results)
    hnEAo_Jlv4Q    |    Harder Roots and Coefficients (2 of 2: Finding the new Polynomial with different roots)
    c_TLpgJoyVo    |    Solutions of (1+i)z² - z - i = 0

"Algebra 0.8.5 : diff ReCap"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMyjVx_b1N4b9YICf91K6-CZ]
    7fJeIzy6FRU    |    Prologue to Calculus (5 of 5: Gradient of the tangent)
    CkSUqSyOZFM    |    What are Limits? (2 of 3: A More Rigorous Definition)
    2ECStfe0Q9A    |    What are Limits? (3 of 3: One Strategy for Evaluating Limits)
    tt2DGYOi3hc    |    Introduction to Calculus (1 of 2: Seeing the big picture)
    U_gpNS8bsLc    |    Introducing Calculus of Exponential Functions (3 of 6: Using the uniqueness of e)
    8qatxhYCTew    |    Introducing Calculus of Exponential Functions (4 of 6: Simple chain rule examples)
    QacL2jxK1as    |    Introducing Calculus of Exponential Functions (5 of 6: Common mistakes with notation)
    gmD-jPt6zoE    |    f(x) = x²(x-1) (3 of 4: Differentiation)
    SNg4t5a7VOc    |    Differentiating Logarithmic Functions (4 of 4: Further examples)
    fi0A7vbfH8k    |    Summary of Exponential, Logarithmic & Trigonometric Derivatives
    cm4_V5hopcE    |    Limits & Continuity (2 of 3: Limits that exists when functions don't)
    JIrztCAHooM    |    Graphing with Calculus (1 of 2: Quartic function)
    q6voSfL80j0    |    Graphing with Calculus (2 of 2: Rational function that crosses asymptote)
    4SOGAQUdeYI    |    Differentiating a^(cos x)
    OkkBQR9hlA8    |    Differentiating Exponential Functions (First Principles)
    9iR3FyWywac    |    Differentiating Exponential Functions (Computer Aided)
    qnr0YQJrzgw    |    Differentiating Exponential Functions: e
    9YNJJy5vYGo    |    Differentiating Logarithmic Functions
    IKIbX-3WrUk    |    Differentiating Logarithmic Functions (Examples)
    dHkiqaX9mPA    |    Finding the equation of a normal at a given point

"Proofs 0.7.1"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMyn6lHBRD5LGs-zFSJNhPTz]
    E5S6iWlDO-I    |    Introduction to the Nature of Proof (1 of 3: Prologue)
    ogM2Zd5MHhQ    |    Introduction to the Nature of Proof (2 of 3: Building blocks)
    Za-9g1BwJYY    |    Introduction to the Nature of Proof (3 of 3: Liars & truth-tellers)
    hFULZsBQiqQ    |    Foundations of Proof (1 of 2: Statements, implications, negations)
    tVF8n6cBlzo    |    Foundations of Proof (2 of 2: Equivalence & quantifiers)
    oZlWZtJdL5A    |    Negating Compound Statements (1 of 2: Reviewing the basics)
    qFX9iVIZOgM    |    Negating Compound Statements (2 of 2: And, Or, Quantifiers)
    UpYVEIe1orA    |    Aussie STEM Stars (interview with author Rebecca Lim)
    L49rrLkhvKU    |    Implications & Contrapositives (1 of 2: How do they relate?)
    HqnEi2ybKjk    |    Implications & Contrapositives (2 of 2: Further examples)
    U9W6xIGWdvw    |    Proof by Contraposition
    2x97gB48uro    |    Proof by Contradiction: log₂5 is irrational
    UMKGJZsNgMU    |    Irrational Logarithm Proof (1 of 2: By cases)
    3BoQgq5rVXg    |    Irrational Logarithm Proof (2 of 2: By graphing)
    zsfAj97FLDk    |    Proving a Converse Statement (1 of 3: Investigating original proposition)
    soUhf7TfEz8    |    Proving a Converse Statement (2 of 3: Considering the contrapositive)
    rKmsIiJJ57E    |    Proving a Converse Statement (3 of 3: Using the inverse)
    niX0LH-dTWI    |    Proof - Odd composite numbers (1 of 3: Setup)
    BCk_o_31dvk    |    Proof - Odd composite numbers (2 of 3: Understanding the negation)
    FuPXTtVvZUg    |    Proof - Odd composite numbers (3 of 3: By contradiction)
    YPC7XebmH6o    |    Proving Algebraic Inequalities (1 of 3: Introductory principles)
    zRLxs35qpJc    |    Proving Algebraic Inequalities (2 of 3: Using the sign)
    9cfftKHghxk    |    Proving Algebraic Inequalities (3 of 3: Further strategies)
    c5whgIDEs-I    |    Proof: √3 + √2 is irrational
    d_lHOiFZeWE    |    Proof: Mersenne primes
    -KPuk4POzsI    |    Divisibility Proof (1 of 2: Sum of 7 consecutive integers)
    uBktegyihQg    |    Divisibility Proof (2 of 2: Using algebraic expansion)

"Proofs 0.7.2 : Induction"     [https://www.youtube.com/playlist?list=PLyQ7uIPMuZMyyAK5DIUEwLunWU6LanNqZ]
    -KPuk4POzsI    |    Divisibility Proof (1 of 2: Sum of 7 consecutive integers)
    uBktegyihQg    |    Divisibility Proof (2 of 2: Using algebraic expansion)
    skDz6ichD4Y    |    Introduction to Mathematical Induction (1 of 2: Two Different kinds of Logic)
    kQrzXi6c3k0    |    Introduction to Mathematical Induction (2 of 2: A straightforward example proof)
    IdTaA6iz3Mo    |    Introduction to Mathematical Induction
    x0rgqQtufOM    |    Induction: Series & Algebraic Identities (1 of 4)
    d5KPyd5RJB8    |    Induction: Series & Algebraic Identities (2 of 4)
    9r7rUboypnc    |    Induction: Series & Algebraic Identities (3 of 4)
    NcyK1p4IQHk    |    Induction: Series & Algebraic Identities (4 of 4)
    jqv_VmQqRdY    |    Mathematical Induction Divisibility Proof (1 of 3: What is inductive logic?)
    62qg9XUgbbU    |    Mathematical Induction Divisibility Proof (2 of 3: Test and assumption)
    LsZ5AtZzki8    |    Mathematical Induction Divisibility Proof (3 of 3: Proving the k+1 case)
    MthNLtZdFQ0    |    Induction: Divisibility Proofs (1 of 2)
    cHjYuV7HVo0    |    Induction: Divisibility Proofs (2 of 2)
    G4ufVZlRpFA    |    Induction: Divisibility Proof example 1 (n³ + 3n² + 2n is divisible by 6)
    eYy_rXKJDtk    |    Induction: Divisibility Proof example 3 (4^n - 1 is divisible by 3)
    EfOwlOAb00U    |    Induction: Divisibility Proof example 4 (x^n - 1 is divisible by x-1)
    hkTPddqetU8    |    Mathematical Induction - Proving Divisibility by 4 (1 of 2: Test and assumption)
    aG9gE6pjqAI    |    Mathematical Induction - Proving Divisibility by 4 (2 of 2: How to use the assumption)
    gb2lDrQWpBo    |    Prove that (3n+1)7^n - 1 is divisible by 9 (Mathematical Induction)
    gCi-rXWJSlU    |    Mathematics Extension 1 Exam Review (2 of 3: Induction)
    skPtGrJG6tU    |    Mathematical Induction: Polynomial Divisibility Proof
    5nilsaCdTfE    |    Proof: a³ - a is always divisible by 6 (1 of 2: Two different approaches)
    P-jn2SKD9O4    |    Proof: a³ - a is always divisible by 6 (2 of 2: Proof by exhaustion)
    oZwQkEDv3v0    |    Mathematical Induction (HSC Study Guide 2016)
    NiypWOh1ry0    |    Mathematical Induction - Base case above 1 (1 of 3: Introduction)
    8diusPEKt0A    |    Mathematical Induction - Base case above 1 (2 of 3: Completing the proof)
    y1gA0V_AJKc    |    Mathematical Induction - Base case above 1 (3 of 3: Additional method)
    Lt5PenfXfgM    |    Mathematical Induction (increments greater than 1)
    miXrDwrjna4    |    Mathematical Induction Proof - Odd Integers (1 of 2: How to exclude even integers)
    GZknN3HK0Kg    |    Mathematical Induction Proof - Odd Integers (2 of 2: Proving the k+1 case)
    AF7YcN9EJHI    |    How many subsets in a set? (1 of 2: Induction proof)
    DOSuCY-xeHw    |    How many subsets in a set? (2 of 2: Combinatorial proof)
